sw,lw,pre,u10,vpd,lh,mean_2m_air_temperature,total_precipitation
88.093,272.55,87.017,0.839,4.641,14.1602,279.3106384277344,8.810311555862427e-07
129.483,275.19,86.703,1.545,4.951,28.2937,280.9250183105469,1.2978911399841309e-05
18.756,304.271,86.616,2.867,3.714,2.42741,280.5572204589844,0.0181119795888662
126.93,259.548,86.976,0.966,3.143,21.9887,277.8464050292969,0.0003322567790746
110.037,268.084,86.872,1.067,4.05,23.7044,279.1453552246094,0.0
126.155,255.785,86.842,1.111,5.616,35.5515,279.1212463378906,0.0
123.159,265.4,87.003,1.26,6.332,33.7999,279.662841796875,0.0
69.698,272.912,87.212,0.982,4.811,11.9701,280.3651428222656,0.0
123.203,264.73,87.245,1.32,3.994,27.6885,280.6881408691406,0.0
79.429,281.595,87.239,1.027,3.209,13.0345,280.5209655761719,1.862645149230957e-09
72.079,313.151,86.747,1.022,3.038,11.3148,280.7442321777344,4.284083843231201e-08
107.869,276.095,86.641,0.984,3.207,19.3209,280.515869140625,0.0
54.856,298.953,86.618,1.184,1.417,5.23628,279.129638671875,2.411752939224243e-05
70.074,300.63,86.71,1.174,1.93,6.48504,281.0726623535156,0.0012227408587932
52.164,311.069,86.524,1.819,2.5,8.14768,277.2173767089844,0.0008707214146852
103.909,287.366,86.193,1.106,2.577,7.45327,277.1608581542969,0.011357432231307
49.929,314.183,86.546,2.592,1.863,3.89888,276.01861572265625,0.0008296724408864
22.79,332.899,87.031,3.139,3.891,2.53237,277.6446228027344,0.0243260040879249
105.429,305.796,87.487,1.157,4.389,14.942,279.8732604980469,0.0131352040916681
121.287,265.189,87.538,1.163,5.051,23.7542,279.3150634765625,0.0
120.397,246.632,87.436,1.347,5.466,31.9476,279.57843017578125,0.0
119.937,249.616,87.602,1.401,7.77,32.3202,279.7314453125,0.0
109.411,272.254,87.268,1.283,7.263,20.4462,279.64776611328125,0.0
100.886,280.035,86.892,1.044,7.285,18.0102,280.0272521972656,0.0
88.292,281.067,86.698,2.117,6.806,15.8993,279.1686706542969,0.0015632547438144
75.597,293.838,86.864,0.767,3.315,9.90666,279.9591979980469,0.0036252737045288
61.085,282.056,86.872,0.922,2.304,4.24369,276.7447204589844,9.49949026107788e-07
105.697,255.766,86.905,1.48,3.414,20.849,278.02313232421875,0.000338383950293
100.493,245.691,87.001,1.846,7.691,25.8439,278.9783020019531,1.862645149230957e-09
113.851,249.394,87.34,1.521,8.261,25.8034,279.0419616699219,4.284083843231201e-08
103.178,263.681,87.481,1.326,7.828,25.8629,277.925048828125,0.0
119.063,256.868,87.295,1.334,8.226,29.9235,277.162841796875,1.862645149230957e-09
108.02,259.615,87.185,1.141,7.292,25.2137,278.4277648925781,4.4703483581542975e-08
120.013,254.337,86.903,1.077,6.926,27.0718,277.8186340332031,4.284083843231201e-08
111.511,254.535,86.823,1.315,7.693,22.4841,276.5409545898437,1.862645149230957e-09
115.95,254.094,87.157,1.3,8.918,27.1733,276.8515014648437,4.284083843231201e-08
110.369,259.432,87.602,1.63,9.527,25.6374,278.4593811035156,1.862645149230957e-09
122.438,267.539,87.769,1.845,9.405,29.0852,278.5693054199219,4.284083843231201e-08
121.531,265.001,87.39,1.5,10.44,29.7075,277.4035339355469,0.0
123.473,266.518,86.999,1.432,10.122,30.94,277.0302429199219,0.0
118.699,268.981,86.733,1.011,7.378,23.4282,276.4642028808594,0.0
96.813,297.022,86.387,1.758,8.482,22.3999,277.0742492675781,0.0
25.46,327.315,86.086,2.009,2.973,4.87189,279.9775390625,0.0135426362976431
74.104,290.469,86.207,2.19,2.887,8.18951,275.5898132324219,0.0008215755224227
21.504,302.203,85.662,3.087,2.81,14.6433,277.1064758300781,0.0135108008980751
27.217,306.717,85.517,2.244,2.433,5.55829,276.9891052246094,0.0264490395784378
112.838,269.834,86.19,0.839,2.018,12.7425,275.9704284667969,0.0031289383769035
55.463,305.024,86.946,1.354,1.198,1.80411,275.733154296875,0.0004616472870111
117.584,260.878,86.959,1.058,1.299,8.36644,275.80908203125,0.0017448058351874
130.853,224.809,86.517,2.425,2.846,23.5705,274.0398864746094,4.248693585395813e-05
132.293,217.019,86.669,3.148,3.16,22.5508,274.6033020019531,8.137896656990051e-06
132.782,219.925,87.178,1.525,4.818,15.9429,274.3887939453125,0.0
116.901,270.396,87.166,1.062,4.311,8.20833,274.9277648925781,0.0
116.304,275.202,87.169,1.206,4.783,17.4199,278.4530944824219,0.0011725183576345
107.634,274.58,87.075,1.47,6.964,15.708,276.7637023925781,0.0
108.512,282.669,87.07,1.073,6.218,15.0022,279.1932678222656,0.0
144.194,276.921,86.811,1.03,5.371,26.9253,280.4724426269531,0.0
66.191,301.713,86.474,2.132,3.448,12.7169,278.6913757324219,0.0002045910805463
34.141,300.998,86.468,1.193,2.554,3.79859,276.830078125,0.0335217975080013
42.656,302.767,86.608,2.854,0.706,0.726531,274.5154113769531,0.0072822198271751
118.894,265.674,86.122,1.335,1.532,2.96932,275.374755859375,0.0191906988620758
149.961,233.223,86.026,2.25,2.738,17.9613,276.2460632324219,1.48136168718338e-05
142.706,231.958,86.57,1.17,2.421,4.2026,275.8882141113281,1.862645149230957e-09
90.708,267.931,87.009,1.699,0.954,2.86813,276.1978759765625,0.0057286620140075
108.113,236.182,87.061,1.121,3.935,10.5701,274.841796875,2.779439091682434e-05
154.123,232.44,87.168,1.395,5.531,11.192,275.9305114746094,1.5944242477416992e-06
136.4,254.597,87.414,0.987,4.904,5.82734,276.2031555175781,0.0
75.246,286.223,87.625,0.846,5.237,7.94634,277.7867126464844,1.2220814824104307e-05
153.934,289.594,87.568,1.332,5.57,11.6547,279.7627258300781,1.0011717677116394e-06
164.194,288.444,87.484,1.574,7.118,17.6423,282.3784484863281,0.0
160.747,260.559,86.909,1.594,6.034,22.422,282.0952453613281,0.0
77.957,268.869,85.883,2.303,1.248,4.00363,279.5881042480469,0.0041938927024602
158.011,223.207,85.817,1.907,2.471,28.0008,274.33599853515625,0.0031198188662528
163.31,247.169,86.218,1.975,3.914,20.3634,274.4581298828125,0.0
37.608,311.527,85.981,3.712,1.036,3.97167,275.4913024902344,0.0131370928138494
43.286,315.408,85.702,3.762,1.94,4.64505,274.0437316894531,0.0230711326003074
27.656,310.524,85.6,3.542,2.103,4.65851,274.2005920410156,0.0292543862015008
99.102,269.344,85.852,1.195,2.536,13.1243,272.8123474121094,0.0079891495406627
147.911,256.077,85.61,3.043,2.413,18.3397,276.3570556640625,0.000400822609663
147.927,254.586,86.597,1.0,3.79,10.251,275.6105651855469,7.322616875171661e-05
164.34,264.001,86.902,1.066,3.917,2.74182,274.7168884277344,1.877918839454651e-05
145.822,281.072,86.986,1.744,4.529,12.1498,277.5018005371094,0.0001352112740278
97.683,306.078,86.794,2.682,5.445,16.0591,279.2325134277344,4.284083843231201e-08
24.252,329.968,86.723,1.957,3.636,17.139,278.99761962890625,0.0075028613209724
31.693,325.988,86.402,3.093,3.273,7.71781,278.96197509765625,0.0139088984578847
67.049,318.864,86.93,3.126,3.199,20.1061,278.4224853515625,0.0176605619490146
42.495,317.172,87.084,2.656,3.241,22.2232,278.4225158691406,0.0233957543969154
63.451,309.103,86.476,2.514,3.252,5.26945,277.68072509765625,0.0318527668714523
193.037,259.951,86.171,1.262,4.43,5.46606,275.2178039550781,0.0034315101802349
28.556,315.629,85.851,3.366,2.86,9.8473,275.8337097167969,0.0166604109108448
141.368,281.664,86.292,1.628,1.179,8.9755,277.7729187011719,0.0063500758260488
171.251,269.229,86.299,2.152,4.518,32.7727,279.75543212890625,2.353265881538391e-05
213.493,239.492,86.359,2.846,6.415,42.8377,280.1824951171875,3.4552067518234253e-06
194.218,230.432,86.152,2.338,4.032,26.1137,278.5856628417969,3.598630428314209e-06
166.83,277.794,86.512,1.227,3.503,10.8449,276.0218200683594,2.400949597358704e-06
41.871,307.342,86.09,1.624,2.212,6.3129,277.90704345703125,0.014769971370697
156.085,284.226,86.021,1.71,2.477,14.3676,276.3105163574219,0.0008589848875999
40.493,330.857,85.754,3.959,1.871,5.52337,279.9875793457031,0.0220162943005561
47.828,323.891,86.217,1.81,1.791,4.55937,280.3403015136719,0.018018715083599
156.873,292.675,86.389,1.348,3.088,14.9758,282.2254333496094,0.0031958650797605
232.254,286.565,86.796,1.106,3.447,13.4334,281.0575256347656,0.0
154.179,311.156,86.848,1.371,1.123,3.30061,281.5092163085937,0.0001511685550212
71.255,282.727,86.101,1.009,1.431,3.17121,280.0795288085937,0.0074039306491613
228.039,249.961,86.012,1.668,3.383,29.2544,279.09539794921875,0.0004371218383312
218.946,249.874,86.294,1.295,5.823,34.2598,280.3890380859375,0.0
241.436,259.442,86.806,1.474,5.543,30.6293,281.3724670410156,1.862645149230957e-09
237.916,268.472,86.986,1.314,6.898,36.0918,281.9197692871094,4.284083843231201e-08
241.016,256.608,86.967,1.383,5.447,35.3918,282.1286926269531,1.862645149230957e-09
154.081,288.029,86.693,1.309,4.018,26.181,280.7530212402344,0.0001087747514247
242.484,268.213,86.489,1.254,3.448,27.6067,281.6092834472656,3.894232213497162e-05
230.288,282.606,86.814,1.292,4.399,32.1193,281.5171203613281,0.0
241.24,283.196,87.107,1.369,5.737,44.958,284.6864929199219,0.0
243.991,301.535,87.047,1.305,7.142,49.2977,286.4559631347656,0.0
239.23,313.23,86.816,1.706,6.62,53.8298,287.252685546875,6.702542304992676e-05
238.546,305.435,86.789,1.427,6.754,57.7275,286.8662109375,0.0005151834338903
246.657,295.27,86.716,1.595,4.827,52.959,285.6482238769531,0.0003469958901405
262.127,282.858,86.73,1.288,4.272,50.6453,284.0728454589844,7.022172212600708e-07
145.413,306.922,86.641,2.024,2.536,21.1908,284.2973327636719,0.0002405494451522
142.191,311.434,86.853,1.566,3.605,31.6078,284.15582275390625,0.0187406744807958
259.592,258.782,86.885,1.48,4.449,60.4,282.6639709472656,0.0
258.753,280.543,86.973,1.405,6.714,58.4386,284.2774963378906,0.0
271.316,287.195,86.892,1.26,4.999,49.9757,287.2755126953125,2.166256308555603e-06
286.482,275.541,86.516,1.699,6.772,59.2299,287.4277648925781,0.0
289.501,280.21,86.663,1.523,8.716,59.245,287.0142517089844,0.0
290.396,283.093,86.675,1.489,8.14,64.8725,287.6227722167969,0.0
271.881,281.147,86.061,2.392,4.494,51.9036,286.5407409667969,0.0
195.358,259.975,85.979,1.848,2.632,26.1539,280.9152526855469,0.0006158296018838
203.995,236.419,86.181,1.472,3.979,27.5319,277.1963806152344,0.0020324271172285
241.109,246.874,86.272,1.378,3.274,24.6921,277.4893493652344,0.0001719314604997
284.923,262.936,86.288,1.642,4.21,36.9054,280.3795471191406,0.0001124255359172
100.758,319.743,85.962,2.893,2.678,13.2832,278.9262390136719,0.0064757913351058
122.049,291.077,85.844,1.693,2.753,13.5711,275.2914733886719,0.0305933263152837
176.852,257.497,86.439,1.7,1.601,7.02908,273.6023864746094,0.0055505409836769
301.265,241.158,86.194,1.47,2.643,30.7891,275.9148864746094,0.0016185995191335
301.806,258.044,86.257,1.834,4.78,28.4477,278.4293212890625,4.949048161506653e-06
34.924,305.834,86.269,2.028,1.519,1.61942,278.91192626953125,0.0099496971815824
284.962,250.012,86.814,1.103,3.135,26.2686,276.3928527832031,0.0006802640855312
224.98,275.474,86.776,1.751,2.106,14.0559,279.5126647949219,1.125037670135498e-06
292.096,256.357,86.704,1.508,3.561,47.3165,277.8594055175781,0.0
311.75,257.776,86.832,1.398,4.426,66.976,280.3252258300781,0.0
308.386,261.042,86.829,1.835,4.438,61.4264,282.4964904785156,0.0
305.92,277.266,87.023,1.432,3.8,52.608,282.9607849121094,0.0
212.821,288.643,86.486,2.248,3.282,36.9266,283.9659729003906,0.0032975263893604
68.503,330.016,86.218,1.829,3.099,7.98285,279.9317321777344,0.0160693675279617
66.785,317.996,85.868,2.537,3.604,7.49689,276.5438537597656,0.0223023407161235
320.378,275.233,86.381,1.194,2.427,24.2434,277.5112609863281,0.0107704307883977
312.622,275.552,87.204,1.593,3.245,43.1263,279.7823181152344,2.5099143385887143e-05
332.659,290.318,87.275,1.549,4.745,72.8303,283.6701965332031,0.0
337.387,297.954,87.108,1.296,7.119,79.7535,286.8220520019531,3.0528753995895386e-06
336.13,302.312,86.903,1.539,9.258,81.4164,289.854248046875,1.862645149230957e-09
323.182,292.39,86.757,1.462,9.35,75.6905,290.67608642578125,4.284083843231201e-08
336.465,275.367,86.612,2.085,8.847,71.0701,288.02130126953125,0.0
266.858,283.283,86.577,1.646,2.437,34.7261,284.9996032714844,3.1791627407073975e-05
339.616,276.11,86.895,1.488,6.765,62.9832,284.0497741699219,1.862645149230957e-09
346.872,289.738,87.142,1.521,7.886,71.2261,287.7370300292969,4.284083843231201e-08
334.425,270.645,86.825,1.446,6.901,72.9197,289.4403686523437,0.0
352.765,246.082,86.557,3.589,8.468,66.2844,285.8012084960937,0.0
354.988,257.457,86.821,3.283,10.655,63.868,285.7352905273437,0.0
353.398,277.53,86.95,1.435,10.817,70.0796,287.3069763183594,0.0
347.565,284.938,86.79,1.762,10.966,76.0173,289.4375305175781,0.0
356.243,291.992,86.905,1.772,13.25,78.1262,289.9004821777344,9.313225746154783e-10
357.534,310.525,87.168,1.627,14.934,88.2322,292.2741394042969,9.676441550254822e-07
357.106,313.736,87.038,1.471,13.98,95.9586,294.1205749511719,0.0
344.553,308.775,86.695,1.799,14.085,93.8529,294.76251220703125,0.0
358.699,311.457,86.641,1.801,15.828,94.2314,294.1167907714844,0.0
356.041,313.404,86.691,1.813,13.801,104.367,293.5382995605469,1.1101365089416504e-06
260.087,318.237,86.559,1.399,11.047,74.0689,292.6768493652344,2.592243254184723e-05
347.88,295.952,86.758,1.685,8.784,74.3597,289.63287353515625,0.0002785641700029
307.883,304.651,86.966,1.572,8.662,73.43,288.1048889160156,0.0
140.454,326.938,87.021,1.837,5.141,34.6927,289.3934326171875,0.0007401648908853
352.432,303.329,86.758,1.241,5.973,77.3449,291.1085510253906,0.0007328521460294
358.872,296.183,86.552,1.487,10.111,96.3095,290.6372985839844,0.0
357.148,303.287,86.509,1.761,12.038,87.8696,293.1323547363281,6.61797821521759e-06
362.582,308.52,86.772,1.582,16.313,95.7567,294.9777526855469,0.0
370.82,318.451,86.828,1.634,18.202,104.678,296.8432312011719,1.862645149230957e-09
370.576,316.971,86.768,1.747,18.586,111.83,298.41754150390625,4.284083843231201e-08
368.926,323.98,86.945,1.61,16.824,107.898,296.50347900390625,0.0
370.554,316.128,86.937,1.584,15.471,115.625,296.0913391113281,0.0
370.842,301.49,86.955,1.518,14.882,112.328,295.6091003417969,0.0
344.764,307.417,86.83,1.509,15.704,110.494,294.5531311035156,0.0
373.571,291.913,86.606,2.059,15.359,98.0429,293.2912292480469,4.0978193283081055e-08
367.243,291.507,86.277,1.733,13.089,95.3974,291.8446960449219,0.0
375.874,286.285,86.426,1.488,9.068,87.512,289.2713317871094,0.0
380.384,304.751,86.76,1.491,12.437,99.1526,291.78961181640625,1.862645149230957e-09
375.694,315.993,87.002,1.658,19.459,124.577,296.4887084960937,4.4703483581542975e-08
383.34,322.736,86.868,1.635,21.68,122.032,299.6914978027344,4.284083843231201e-08
367.286,310.74,86.505,2.133,14.366,106.152,297.6842956542969,0.0
379.681,282.658,86.29,2.255,10.473,94.8452,291.5719299316406,1.862645149230957e-09
382.784,272.574,86.211,1.5,8.963,90.9947,288.6294250488281,4.284083843231201e-08
385.435,284.289,86.255,1.526,11.784,91.027,289.6158142089844,0.0
378.034,295.147,86.693,2.139,8.963,81.365,290.5985107421875,0.0
388.906,305.051,87.02,1.572,11.611,103.044,291.1473083496094,0.0
388.612,309.767,86.934,1.571,14.869,114.038,295.0656433105469,0.0
387.863,306.513,86.784,1.967,14.104,115.644,295.7371826171875,0.0
389.106,295.211,86.774,1.67,13.007,106.302,293.815673828125,0.0
377.934,294.159,86.777,1.624,11.623,101.356,292.2217712402344,0.0
338.441,303.309,86.776,1.492,9.161,85.849,290.9388732910156,0.0
379.923,283.812,86.588,1.397,8.039,97.839,290.8618469238281,0.0
387.088,279.028,86.488,1.686,12.329,89.2632,290.7447814941406,0.0
388.048,300.536,86.766,1.618,14.918,115.811,293.7777099609375,0.0
385.892,308.869,86.824,1.633,15.541,108.297,295.1452331542969,0.0
386.578,311.068,86.927,1.444,17.509,128.511,296.4473571777344,0.0
382.243,312.934,86.96,1.699,17.522,119.95,297.3996276855469,0.0
386.75,310.957,86.869,1.651,17.286,123.485,296.5472717285156,0.0
384.425,313.145,86.801,1.62,17.67,122.368,297.3583374023437,0.0
371.155,326.898,86.943,1.383,19.7,140.632,298.6211853027344,0.0
370.222,329.833,87.116,1.302,19.116,138.096,299.5229797363281,0.0
379.41,326.58,86.977,1.748,15.813,128.321,299.6944274902344,0.0
357.443,310.572,86.793,2.314,15.227,121.431,297.73651123046875,0.0
369.785,298.346,86.82,2.113,15.008,124.132,293.4638366699219,1.862645149230957e-09
237.935,336.731,86.658,1.516,12.725,94.9283,290.9835510253906,0.0002747252583503
219.513,346.221,86.61,1.849,8.023,105.609,289.2509765625,0.0010296013206243
211.784,331.229,86.957,1.681,8.298,91.4579,290.0792541503906,0.0009241849184036
386.271,301.471,87.139,1.287,6.897,117.885,290.33447265625,0.0
385.699,312.081,86.976,1.129,10.661,130.422,293.3341369628906,0.0
377.506,322.254,86.857,1.35,14.151,125.648,296.0943603515625,1.862645149230957e-09
386.004,321.688,86.959,1.428,18.313,119.171,297.59393310546875,4.0978193283081055e-08
378.352,342.848,86.883,1.178,22.6,142.333,300.0485534667969,0.0
362.239,374.586,86.861,1.327,24.534,151.424,302.3259582519531,4.284083843231201e-08
264.391,383.06,87.006,1.309,20.591,115.819,301.8498229980469,8.022785186767578e-05
351.542,355.323,86.815,1.678,17.934,128.482,300.1922912597656,0.0003128461539745
332.322,334.626,86.817,1.693,14.825,118.09,298.0626525878906,4.0978193283081055e-08
221.389,342.924,87.046,1.199,10.576,78.222,295.434326171875,0.0001373039558529
376.986,336.66,87.122,1.615,14.363,124.806,296.0855407714844,4.7124922275543213e-07
382.341,338.368,86.978,1.243,14.873,143.924,297.1133728027344,0.0002740425989031
371.664,333.178,86.801,1.26,12.513,128.292,295.7898254394531,0.0005603684112429
367.59,315.629,86.783,1.277,10.381,115.184,293.3901062011719,6.961263716220856e-05
374.554,301.531,86.994,1.389,10.858,112.812,293.1095886230469,0.0
376.67,304.488,86.995,1.527,13.896,117.578,294.6889343261719,1.862645149230957e-09
374.274,299.208,86.661,1.535,14.338,118.147,294.6950378417969,4.4703483581542975e-08
374.827,296.783,86.317,1.829,12.636,105.797,292.7419738769531,4.0978193283081055e-08
353.439,296.277,86.391,2.19,7.166,78.5824,291.5180053710937,5.010515451431274e-07
369.279,299.549,86.692,1.413,7.345,97.0891,290.2832336425781,1.862645149230957e-09
368.754,307.1,86.741,1.455,10.286,108.824,292.2261047363281,4.4703483581542975e-08
370.611,299.762,86.599,1.702,10.146,100.629,293.0605773925781,4.284083843231201e-08
370.618,298.344,86.584,1.902,9.217,89.3673,291.66851806640625,1.1362135410308838e-06
369.453,294.965,86.687,1.688,9.898,93.3006,291.1390686035156,0.0
368.366,309.578,86.691,1.415,12.901,109.638,292.31939697265625,0.0
359.232,328.987,86.586,1.476,14.198,112.609,294.8128967285156,0.0007672403007745
360.123,325.834,86.493,1.377,18.459,113.182,296.6138610839844,4.284083843231201e-08
359.338,333.75,86.587,1.199,16.036,107.719,296.6588439941406,2.0097941160202022e-06
360.306,322.843,86.742,1.418,18.805,112.091,297.1349182128906,0.0
363.218,310.856,86.901,1.612,23.192,102.756,297.1035461425781,1.862645149230957e-09
362.852,313.082,86.957,1.725,21.07,95.0563,297.4933776855469,4.284083843231201e-08
361.405,309.421,86.801,2.142,17.71,93.3733,296.5529479980469,0.0
212.797,308.809,86.638,2.09,7.395,47.1055,292.63671875,0.0001333020627498
351.494,312.221,86.688,1.226,10.234,96.9721,292.5061340332031,0.0
353.513,310.096,87.009,1.376,12.485,101.067,294.7232971191406,0.0
354.164,307.565,87.094,1.578,16.176,100.082,295.2544250488281,0.0
348.367,310.303,86.833,1.61,14.061,87.3723,295.5244140625,0.0
