sw,lw,pre,u10,vpd,lh,mean_2m_air_temperature,total_precipitation
267.371,323.109,98.777,1.684,21.638,6.7503,295.2480163574219,8.381903171539309e-08
265.316,338.839,99.104,2.153,24.918,3.56763,296.2615966796875,0.0
262.98,347.623,99.29,2.344,30.056,5.21001,297.9342346191406,0.0
255.264,364.023,99.013,2.357,32.882,3.44249,300.00048828125,0.0
111.34,362.0,98.581,1.815,16.832,20.0027,299.6921691894531,1.6568228602409363e-05
212.413,348.808,98.712,1.899,7.196,15.0315,293.0590209960937,0.0
201.735,345.668,99.308,1.777,6.469,47.9212,292.5337829589844,0.0032858327031135
253.918,326.82,99.437,1.851,12.111,24.8886,293.5651550292969,0.0
250.083,326.651,99.354,2.0,14.541,8.76692,295.0937194824219,0.0
247.27,340.768,99.017,2.219,18.616,13.828,296.2045593261719,0.0
244.947,344.096,98.779,2.166,27.597,5.83087,299.0878295898437,0.0
233.822,341.093,99.008,2.105,23.11,7.5338,299.8891906738281,0.0
246.869,337.825,99.104,1.997,23.721,4.95783,297.3403625488281,9.313225746154783e-10
242.901,339.385,99.16,2.083,30.045,11.4001,298.9784851074219,2.142041921615601e-08
243.514,332.32,99.156,2.158,35.476,4.52842,299.1866149902344,0.0
241.638,328.195,99.096,1.989,33.124,4.24072,298.55987548828125,1.862645149230957e-09
237.997,326.925,98.99,2.029,28.526,12.237,297.6001892089844,4.284083843231201e-08
235.334,329.991,99.065,2.177,30.11,12.2222,296.6937561035156,0.0
233.913,334.632,99.125,2.206,33.076,5.89336,298.5098571777344,0.0
228.003,341.093,98.717,2.082,35.359,9.69551,299.890869140625,0.0
194.21,326.209,98.527,2.19,18.438,7.31018,298.5530700683594,0.0
138.858,314.616,99.017,2.268,9.744,3.56102,291.8335876464844,9.406358003616332e-07
230.264,275.116,99.688,3.074,12.315,9.19026,289.0677795410156,0.0001170448958873
228.649,285.861,99.504,1.962,16.392,9.65295,289.9143371582031,0.0
220.063,300.992,98.958,2.192,19.64,6.78286,291.5899963378906,0.0
219.823,297.365,98.317,2.83,11.106,9.31738,291.891845703125,0.0
216.389,291.696,98.51,2.835,7.73,15.2658,287.2496337890625,0.0016317162662744
215.184,279.704,99.138,2.149,10.76,12.5742,286.35089111328125,4.4703483581542975e-08
213.055,288.258,99.087,2.207,13.696,8.80803,288.38848876953125,4.0978193283081055e-08
211.937,290.785,99.01,2.115,15.819,5.74346,289.4984436035156,0.0
205.401,297.798,99.448,1.655,9.036,1.98452,289.7298583984375,0.0
204.614,302.289,99.36,1.829,11.259,1.95694,289.1276550292969,1.862645149230957e-09
201.474,302.781,98.788,1.602,10.306,2.02293,289.7140197753906,4.0978193283081055e-08
193.899,303.872,98.662,1.73,4.439,3.03427,288.4204406738281,0.0
118.427,348.095,98.496,2.403,6.444,4.58977,287.0111389160156,7.294118404388428e-06
18.34,372.054,97.933,6.992,3.198,1.13036,289.27813720703125,0.0381602235138416
126.669,354.607,99.227,2.949,5.53,19.8655,291.1816101074219,0.0290810894221067
175.489,345.783,99.737,2.258,7.179,23.7896,292.7224426269531,0.0002215877175331
162.469,320.867,99.465,1.317,5.395,19.9243,292.0438537597656,0.0
173.96,333.309,99.173,1.731,8.823,17.5109,293.3272705078125,0.0
117.785,330.491,99.079,2.246,7.652,24.4366,293.1658020019531,0.0
72.631,357.496,99.225,2.044,3.73,16.4327,287.1905822753906,0.0043707061558961
181.387,305.578,99.317,1.427,4.606,38.3896,286.2710876464844,0.0001320410519838
167.454,296.636,99.331,1.837,5.98,20.2694,287.8559875488281,3.663823008537293e-06
174.184,301.389,99.283,2.196,6.76,22.858,288.7556457519531,1.7000362277030945e-05
168.361,308.762,99.373,2.068,9.101,20.0145,289.9646911621094,0.0
165.329,306.478,99.238,2.174,8.068,20.6227,291.1403503417969,1.862645149230957e-09
171.102,297.119,99.267,1.661,10.166,19.3948,290.3677978515625,4.284083843231201e-08
164.964,295.69,99.308,2.585,11.688,25.9791,291.1169738769531,0.0
176.967,274.587,99.117,5.799,10.364,21.4647,289.4978942871094,2.0539388060569763e-05
177.448,250.238,99.31,4.263,9.478,20.9952,286.2442932128906,4.0978193283081055e-08
154.64,280.421,99.502,2.043,9.269,20.6042,284.2081298828125,0.0
165.358,289.473,99.8,2.107,10.562,18.9602,286.0985717773437,0.0
162.044,288.762,99.708,2.059,9.791,17.8268,286.376708984375,0.0
159.456,294.524,99.544,2.001,9.033,13.8993,288.9647827148437,0.0
158.644,294.014,99.573,2.132,9.665,15.3118,288.9551696777344,0.0
156.676,293.686,99.285,2.033,11.743,13.1995,288.259765625,0.0
148.107,295.96,99.1,2.099,9.884,12.3168,289.1166076660156,0.0
147.83,306.557,99.488,2.17,6.882,14.6658,287.9509582519531,0.0
105.95,314.913,99.487,2.107,5.38,13.3155,287.66912841796875,9.668990969657898e-06
110.217,277.865,99.402,2.284,5.01,9.22552,287.7518920898437,0.0005151368677616
142.404,255.815,99.344,1.836,6.651,10.4478,285.2597961425781,0.0
100.89,280.338,99.519,1.977,7.053,8.33468,283.2432556152344,1.862645149230957e-09
94.951,313.679,99.658,1.363,6.248,6.46831,285.4325256347656,4.284083843231201e-08
84.0,306.652,99.208,1.405,6.157,7.70661,286.78240966796875,0.0
120.804,320.482,98.919,2.146,4.201,19.6927,286.4859924316406,0.0023452509194612
129.925,273.449,99.025,2.124,4.067,10.4166,282.3716125488281,0.0
140.544,273.742,99.55,2.43,5.593,12.9507,282.3247985839844,0.0
137.181,274.062,99.938,2.121,6.328,10.1775,281.2682800292969,0.0
137.753,277.691,99.819,2.094,7.654,9.49892,281.6768493652344,0.0
135.47,290.038,99.344,1.766,7.629,10.41,283.22515869140625,8.568167686462402e-08
129.494,275.61,99.581,2.841,3.153,25.9735,284.93634033203125,0.0040000937879085
125.758,261.42,99.525,2.014,3.858,10.1307,280.6168518066406,0.0
30.546,295.979,99.094,2.977,2.323,2.84099,283.1553955078125,0.0092006949707865
133.868,283.702,99.55,2.537,3.075,16.8211,281.0530700683594,0.0014627650380134
60.309,313.072,99.704,2.124,3.293,9.63902,282.0521850585937,0.0002861823886632
120.191,272.09,99.865,1.611,1.87,20.2041,282.6122741699219,0.0
123.902,279.077,99.827,1.89,5.045,10.9474,282.7224426269531,0.0
127.067,278.278,99.648,2.01,7.358,10.5566,283.3011779785156,0.0
112.84,281.337,99.442,1.975,8.658,10.8073,283.93603515625,0.0
31.793,317.484,99.144,2.054,2.67,4.25068,284.8514709472656,0.0007313564419746
126.23,262.92,98.95,4.38,8.29,12.8867,284.2350158691406,0.0001797620207071
125.369,255.791,99.354,2.522,5.812,15.7377,285.35308837890625,0.0
121.426,273.715,99.565,2.196,5.491,9.72372,282.5837097167969,0.0
103.707,273.301,99.131,1.659,5.739,9.47997,281.238525390625,0.0
118.489,257.523,99.065,2.017,4.77,8.44418,279.9994201660156,3.725290298461914e-09
118.402,252.333,99.413,1.91,3.551,7.45571,280.1396789550781,1.1622905731201172e-06
104.513,268.154,99.792,1.844,4.912,7.6564,279.78594970703125,0.0
72.519,252.24,99.3,1.838,3.451,7.25741,281.3700866699219,2.387724816799164e-05
57.466,260.448,98.921,3.247,2.515,8.33496,277.9608764648437,0.0013136956840753
34.873,285.888,98.79,1.837,0.49,0.854333,277.2256774902344,0.0187102816998958
120.042,223.939,99.806,2.249,2.582,20.3621,272.0825500488281,0.0
109.505,232.078,100.004,1.964,2.608,12.2503,273.08428955078125,0.0
65.337,308.86,99.923,1.729,2.549,11.0108,275.02978515625,4.792585968971253e-05
16.745,350.687,99.573,1.214,0.401,13.4402,278.7018737792969,0.011931087821722
31.875,353.515,98.442,4.611,1.35,10.7118,283.3114318847656,0.022320881485939
37.46,340.553,98.91,3.525,1.182,31.7391,282.9795837402344,0.0345619283616542
74.905,296.671,99.733,1.4,2.279,17.9102,282.71734619140625,0.0031803604215383
64.712,318.364,99.871,1.984,4.038,20.2592,282.6589660644531,0.0003323405981063
52.531,320.863,99.996,1.954,5.499,14.7618,285.0214538574219,0.004076711833477
90.03,282.878,99.925,1.431,1.039,12.3224,282.6615905761719,0.0
61.535,282.497,99.858,1.079,0.825,10.94,282.95538330078125,5.314312875270844e-05
48.004,280.265,99.633,1.234,1.13,7.37108,281.9046936035156,0.0
64.724,302.628,99.423,1.962,2.271,14.229,282.1582946777344,4.4519081711769104e-05
38.956,312.288,99.05,2.372,2.397,14.7147,283.91485595703125,0.0058289756998419
94.674,264.404,99.152,3.6,4.124,17.8743,281.62750244140625,0.0052140299230813
112.143,243.853,99.694,2.545,3.524,11.3724,279.6716003417969,0.0
109.505,253.072,99.66,1.875,3.989,9.55266,278.9119567871094,0.0
112.183,254.035,99.321,1.595,5.106,10.6387,279.1916198730469,0.0
40.627,301.636,99.256,1.988,3.577,8.90712,279.38751220703125,0.0
100.141,304.346,99.715,1.889,1.917,27.5586,282.5774230957031,0.0035819895565509
37.686,310.267,99.517,1.097,0.308,9.49597,280.3404846191406,0.0002726390957832
68.791,307.395,99.579,1.75,1.154,15.0016,279.65777587890625,0.0022565256804227
89.003,314.223,99.879,2.736,1.936,13.8115,282.7416687011719,0.0045481100678443
76.023,312.904,100.267,1.479,2.874,14.7597,281.6174621582031,4.284083843231201e-08
43.182,330.628,100.127,1.446,4.51,16.5889,283.14508056640625,0.0004454925656318
86.949,282.99,99.913,2.111,1.995,9.7183,283.4449768066406,3.1284987926483154e-05
117.46,262.566,99.692,1.494,1.256,15.5102,282.1474914550781,5.9351325035095215e-05
102.821,272.658,99.669,1.465,1.837,8.1113,281.3066711425781,0.0
42.131,287.063,99.723,1.271,0.605,3.73765,280.51593017578125,6.556510925292969e-07
49.757,299.787,99.648,1.167,0.544,2.89876,280.8356628417969,0.0
33.193,294.199,99.537,0.842,0.289,4.95805,281.2163391113281,0.0008592996746301
32.603,304.342,99.737,1.895,0.456,14.203,282.1846008300781,0.0012742932885885
33.21,310.517,99.783,1.085,0.303,6.06119,281.7093811035156,4.272907972335816e-06
32.442,287.283,99.765,1.094,0.281,5.60476,282.4606628417969,1.7162412405014038e-05
46.279,313.712,99.716,1.95,0.294,4.7116,283.2870178222656,0.0
43.042,346.359,99.344,3.396,3.106,41.764,285.9666442871094,0.0121415555477142
9.001,323.553,99.05,2.683,2.087,15.4589,286.8768005371094,0.0267439018934965
11.56,267.923,99.758,1.873,2.827,23.2282,282.7478942871094,7.72867351770401e-05
7.47,282.638,99.829,1.668,3.556,12.8198,282.7057189941406,0.0
8.68,286.339,99.233,1.818,3.048,15.9669,283.20880126953125,0.0
3.145,344.579,98.727,3.266,3.202,39.6825,284.14190673828125,0.0184161867946386
5.053,341.603,98.308,5.814,2.778,30.1926,285.1652526855469,0.0330019146203994
6.019,332.681,97.373,6.698,2.967,28.2156,283.2189025878906,0.03120350651443
22.583,330.357,97.308,6.973,2.148,15.5989,282.1661682128906,0.0330763310194015
23.822,322.444,96.172,3.555,1.741,11.3164,281.4075012207031,0.0183222740888595
34.648,323.149,97.669,3.173,0.806,10.0655,278.8646545410156,0.0263791941106319
73.905,301.357,98.983,2.841,2.414,17.561,279.917236328125,0.0019244384020566
38.439,302.28,99.594,2.023,3.823,18.2081,279.328857421875,0.0039331223815679
32.577,335.662,98.965,3.189,3.613,11.0716,282.2219543457031,0.0145373325794935
47.432,326.861,98.685,2.67,2.553,14.7196,283.92755126953125,0.0116683822125196
52.318,275.175,98.981,1.571,0.727,11.0688,281.9596252441406,0.0013610189780592
122.089,271.933,99.167,1.828,2.918,24.3802,282.0481872558594,1.5869736671447754e-06
108.536,304.526,98.9,1.852,3.004,27.6044,283.0360107421875,0.0001261010766029
122.453,310.152,98.958,1.643,2.894,31.6211,285.1091003417969,0.0094235073775053
136.731,282.389,98.898,1.934,3.975,24.0329,282.1282653808594,1.3340264558792114e-05
113.457,300.942,98.723,1.741,4.749,21.5901,282.7719421386719,0.0009485855698585
108.019,305.56,98.456,1.437,2.654,18.1167,282.5078430175781,0.0001045241951942
147.44,296.1,98.404,1.647,3.92,14.8891,283.0733947753906,6.421096622943878e-05
61.885,330.303,98.277,4.249,3.823,18.7627,284.4271850585937,0.0001908186823129
99.704,338.213,98.525,3.277,2.73,27.0562,285.7962951660156,0.0281978920102119
49.05,336.065,98.521,3.083,2.304,19.2578,285.3218078613281,0.0132964327931404
79.577,310.89,98.815,1.806,2.144,20.8491,283.6171264648437,0.0023981612175703
105.621,281.893,98.925,1.698,2.196,21.2635,283.1098327636719,0.0001616943627595
111.994,298.356,98.625,2.304,2.153,35.8245,283.3736267089844,0.0084940511733293
131.005,265.004,99.443,1.908,2.688,22.2137,281.4407043457031,3.0193477869033813e-06
104.765,301.311,99.46,2.015,3.252,20.9102,283.3749084472656,1.862645149230957e-09
149.503,306.439,99.6,2.099,5.024,32.3895,285.0777893066406,0.0001414883881807
159.012,288.138,99.496,2.078,4.235,23.8215,284.3753967285156,1.691281795501709e-06
158.689,285.379,99.465,1.703,4.019,18.0719,283.98779296875,5.178153514862061e-07
167.582,298.856,99.271,1.611,4.171,20.0427,285.428466796875,0.0
154.034,299.245,99.185,1.705,4.109,19.0677,286.1944580078125,1.862645149230957e-09
172.076,291.607,98.923,1.879,4.808,22.3059,285.759521484375,4.284083843231201e-08
157.161,297.109,98.592,1.836,4.355,20.6039,285.769775390625,8.065253496170044e-07
62.148,331.385,98.46,1.468,1.39,14.0766,284.9071044921875,0.0017226301133632
59.116,336.507,98.515,2.366,2.143,18.3946,283.8212280273437,0.0008240323513746
58.615,330.199,98.833,2.855,2.172,15.6462,282.7963256835937,0.0030092112720012
194.367,248.859,99.31,1.895,4.538,35.2644,281.5919494628906,0.0008892621845006
32.343,322.22,99.525,3.741,2.653,9.21708,282.5406799316406,0.0033258125185966
54.846,347.049,99.277,3.944,1.479,18.0446,283.3232727050781,0.0199793055653572
179.659,306.172,99.535,1.82,3.377,33.3933,283.52960205078125,0.0001595877110958
41.936,336.268,98.5,4.263,4.973,41.228,286.564208984375,0.0050766784697771
79.56,334.202,97.927,2.105,2.359,39.738,285.7507019042969,0.0261581279337406
179.506,290.651,98.74,2.389,3.389,36.4488,283.34246826171875,2.404861152172089e-05
167.201,293.442,99.006,2.353,4.33,30.3977,285.65142822265625,0.0
75.555,335.605,98.754,3.074,2.606,22.0723,286.0048828125,0.008202800527215
62.067,332.65,98.652,3.159,1.403,57.4239,282.81121826171875,0.0204065535217523
208.072,286.208,99.1,1.535,2.934,50.121,280.8534851074219,0.0093174949288368
157.882,289.087,98.863,1.734,4.107,34.8436,281.0156555175781,0.0
166.803,312.952,98.3,1.893,5.683,42.4828,284.04364013671875,3.461912274360657e-05
210.562,291.861,98.367,2.433,4.527,52.4089,284.4429016113281,0.00011015124619
122.117,322.414,99.069,3.504,3.414,33.0128,284.7772521972656,0.0009927432984113
182.662,283.021,99.306,2.15,3.366,41.5429,279.8806457519531,0.0002947747707366
185.814,284.604,99.248,2.686,3.348,55.907,280.5980529785156,0.0062230043113231
226.284,260.148,99.515,2.253,5.282,52.1937,280.61346435546875,0.0
57.513,311.281,99.16,3.126,2.614,25.1049,283.2789306640625,0.009723637253046
242.362,264.605,99.419,3.631,4.211,49.3269,281.3124389648437,0.0077657215297222
230.177,258.027,99.467,2.002,5.125,49.9909,281.56671142578125,0.0
229.121,279.042,99.675,2.178,6.585,52.9217,284.0498962402344,0.0
211.324,309.642,99.744,2.226,9.859,66.2588,287.2156066894531,4.4703483581542975e-08
220.39,311.867,99.292,1.808,9.792,62.4126,289.169677734375,4.284083843231201e-08
240.755,281.666,98.84,3.063,11.379,70.9276,289.0915832519531,0.0
250.642,273.12,99.046,2.674,11.615,68.0491,288.5126647949219,0.0
195.237,284.691,99.446,2.449,9.45,59.6118,288.1131591796875,0.0
217.453,296.3,99.487,1.724,7.334,62.3141,287.7136535644531,1.862645149230957e-09
224.486,283.161,99.158,2.512,5.676,57.0298,287.2979431152344,8.195638656616211e-07
253.645,266.305,99.06,1.964,8.529,69.9093,287.15313720703125,1.862645149230957e-09
232.998,295.706,99.073,2.695,6.862,73.0924,287.4298400878906,4.284083843231201e-08
195.436,322.193,99.483,2.334,3.872,56.4709,285.8700561523437,0.0039395224303007
261.092,277.971,99.723,2.274,5.756,58.8927,284.15069580078125,0.0006605200469493
259.298,274.435,99.66,2.494,6.887,68.7552,285.10955810546875,0.0
228.193,297.634,99.608,2.349,11.515,69.0636,288.7280578613281,0.0
141.355,330.738,99.017,2.608,5.194,43.7656,288.35772705078125,0.0009772330522537
153.754,336.98,98.673,3.339,3.344,54.5676,286.5679626464844,0.0149263273924589
206.677,312.524,98.598,2.5,3.28,58.9402,282.6263732910156,0.0057918801903724
255.977,287.699,99.123,1.994,3.895,58.3916,282.54498291015625,0.0009828750044107
59.559,320.395,99.258,3.692,2.152,27.4019,282.2687072753906,0.0054123401641845
178.714,289.857,99.081,1.518,2.96,41.9122,282.1264038085937,0.0038904398679733
92.884,318.214,98.471,4.344,2.772,27.2906,281.91632080078125,0.0020288899540901
202.721,298.768,99.056,2.118,3.917,59.7178,282.3256530761719,0.0223343707621097
286.816,278.092,99.969,2.698,5.363,71.8881,282.7017822265625,0.0007242057472467
286.464,284.082,99.621,1.967,6.903,82.7753,284.9005126953125,0.0
287.21,282.329,99.054,1.949,6.522,90.4973,287.5025939941406,1.862645149230957e-09
288.038,282.547,98.544,1.876,8.32,85.4249,287.3545837402344,4.284083843231201e-08
105.96,318.159,98.59,1.962,4.755,43.5297,288.3613586425781,0.0003360956907272
51.574,339.243,98.356,4.457,3.722,35.9942,285.81219482421875,0.0102238887920975
92.626,343.351,98.535,4.3,2.063,36.3315,283.46173095703125,0.0198173057287931
245.523,306.354,99.092,1.954,4.307,78.2572,284.2857971191406,0.0015778690576553
244.752,286.271,99.14,2.037,4.391,66.8886,285.1448669433594,0.0006060227751731
251.325,294.809,99.121,1.757,6.497,84.5639,285.889892578125,1.2148171663284302e-05
297.192,288.828,99.296,1.766,7.634,96.7597,288.2250671386719,1.862645149230957e-09
278.264,285.728,99.09,1.979,6.458,91.8028,288.6793518066406,4.284083843231201e-08
302.911,283.422,98.646,1.702,8.754,116.925,289.7781066894531,0.0
224.441,325.735,98.675,1.894,8.291,93.8889,291.04498291015625,0.0
178.322,337.738,98.573,2.695,3.109,58.4367,286.6629333496094,0.0237078517675399
137.391,323.855,98.263,2.328,1.605,29.8975,282.1118469238281,0.0061070993542671
214.271,315.948,98.344,1.883,3.62,80.205,283.1811828613281,0.0033938195556402
296.513,281.308,99.017,1.487,5.738,99.6342,286.1398620605469,0.0
310.971,286.891,99.402,1.934,7.133,121.603,289.2301940917969,1.862645149230957e-09
318.92,291.972,99.175,2.527,14.013,115.124,291.3537292480469,4.284083843231201e-08
286.924,297.983,98.827,2.125,13.245,135.343,291.0645446777344,0.0
98.871,343.36,98.562,3.374,3.706,59.1213,288.7994689941406,0.0240972954779863
129.24,328.443,98.898,2.307,2.264,61.4714,284.020263671875,0.0085681173950433
320.721,296.506,99.165,2.496,5.084,98.1138,282.5159606933594,0.0038929926231503
333.996,268.434,99.083,2.867,8.346,123.018,285.8226318359375,1.4662742614746094e-05
323.736,288.054,98.833,2.137,8.843,131.842,287.9081726074219,1.862645149230957e-09
337.11,288.809,98.971,3.54,13.106,152.306,290.02447509765625,4.4703483581542975e-08
327.953,303.492,99.473,2.539,13.876,144.538,290.94439697265625,4.284083843231201e-08
329.597,302.391,99.406,2.049,10.552,129.185,292.0036315917969,1.862645149230957e-09
338.837,278.186,99.183,2.808,11.115,128.567,289.0428771972656,4.284083843231201e-08
341.232,267.712,99.235,2.667,11.132,132.669,287.60064697265625,0.0
338.191,281.151,99.179,2.226,12.591,141.791,288.2373352050781,0.0
328.698,286.053,99.108,2.355,7.987,123.383,289.0837097167969,1.862645149230957e-09
175.438,322.665,99.152,2.204,4.106,80.0839,287.1847839355469,0.0005844738334417
86.793,332.408,99.296,2.599,2.258,35.4618,285.4484558105469,0.0096811484545469
334.36,290.549,99.45,2.675,6.085,113.403,283.089111328125,0.0033240467309951
325.737,293.934,99.117,2.056,9.229,136.137,288.5492858886719,0.0
329.216,306.944,98.804,1.306,10.533,109.837,290.4694519042969,1.862645149230957e-09
329.531,309.795,98.933,1.607,10.479,121.175,291.8075866699219,4.284083843231201e-08
320.717,314.304,98.958,1.459,11.595,121.28,291.8082275390625,8.475035429000854e-07
266.12,320.97,98.675,1.496,9.311,103.96,292.1198425292969,4.284083843231201e-08
134.65,355.7,98.817,1.712,3.935,52.7561,288.1282043457031,8.77678394317627e-05
308.963,343.059,99.288,1.515,6.445,106.887,288.742919921875,0.002246294170618
187.468,326.595,99.508,1.63,5.921,85.7621,289.2542419433594,0.0001960266381502
313.093,300.657,99.394,2.521,7.974,106.098,289.0283508300781,0.0014372840523719
257.359,289.218,99.06,3.101,5.884,81.6342,288.5519714355469,0.000158742070198
334.075,297.111,99.033,2.02,5.83,101.152,285.31756591796875,0.0005349442362785
356.668,279.853,98.762,2.673,8.506,108.415,285.5141296386719,0.0014526955783367
234.994,312.286,99.233,2.385,5.951,72.6412,287.6587829589844,2.1401792764663696e-06
187.242,334.101,98.96,2.238,4.512,53.0226,287.7455139160156,0.0018620155751705
236.125,352.747,98.867,2.046,4.395,87.3446,287.6568603515625,0.0126951951533555
199.619,342.864,98.985,2.832,2.902,65.0981,287.1526184082031,0.0103744752705097
319.429,305.335,99.55,2.273,6.081,99.8812,285.3170471191406,0.0065743457525968
361.949,293.061,99.308,2.217,12.306,126.987,289.8155517578125,0.0
343.638,306.036,98.913,2.038,16.36,134.912,292.5598449707031,0.0
234.372,335.855,98.888,2.119,11.044,102.188,294.0390930175781,0.0001462586224079
305.968,343.589,99.046,1.85,6.977,107.778,292.0885314941406,3.643333911895752e-06
304.625,335.373,99.094,2.117,9.351,116.417,292.80987548828125,4.284083843231201e-08
296.805,360.265,99.035,2.098,8.902,104.878,294.6151428222656,5.647540092468262e-05
254.275,361.137,99.156,1.797,10.17,100.412,294.7467346191406,0.000565193593502
337.711,356.372,99.181,1.725,12.926,126.363,295.8880920410156,2.294778823852539e-06
350.397,345.272,99.125,2.235,12.83,120.51,297.4660949707031,4.284083843231201e-08
345.585,333.467,98.937,1.871,10.72,110.98,295.3493347167969,1.862645149230957e-09
340.71,323.309,98.963,2.127,11.043,111.285,294.7137756347656,4.4703483581542975e-08
303.002,326.823,99.206,2.791,9.104,85.0871,293.6053161621094,2.987682819366455e-06
347.279,304.389,99.106,2.657,10.561,78.3734,291.0247802734375,4.939734935760498e-06
364.637,305.106,98.752,4.019,17.91,106.359,294.1852111816406,0.0
364.293,318.238,98.838,4.606,23.556,115.04,297.1902770996094,0.0
366.194,329.355,99.056,2.554,26.811,109.149,298.8549499511719,0.0
358.768,333.907,98.9,2.288,24.605,111.314,299.2406311035156,0.0
364.351,307.737,98.525,1.966,13.355,80.3,295.2875671386719,0.0
370.812,296.641,98.871,2.186,16.501,75.6522,293.742919921875,5.089305341243744e-05
369.234,307.563,98.875,2.15,20.267,81.5794,294.7979736328125,0.0
353.35,304.563,98.85,2.375,12.37,68.1787,294.0284423828125,0.0
338.812,300.07,99.302,2.003,9.492,64.3465,290.3731994628906,5.010515451431274e-07
359.708,303.688,99.188,1.838,12.931,65.1398,290.8879699707031,1.862645149230957e-09
355.968,318.32,98.933,1.794,17.945,69.7316,294.9828186035156,4.0978193283081055e-08
346.173,331.705,99.106,1.846,21.159,78.6584,296.6026306152344,0.0
352.241,340.955,98.994,2.072,20.559,74.1476,297.8643493652344,0.0
347.99,339.872,98.998,2.485,14.111,70.1817,295.8511047363281,0.0
287.355,340.879,98.962,1.788,9.076,66.5198,293.1063842773437,0.0004819668829441
350.103,348.934,98.819,1.637,15.628,65.3958,295.3787841796875,0.0
353.566,360.955,98.475,1.593,27.198,68.8525,298.7625732421875,0.0
352.046,366.891,98.304,2.199,29.662,69.2752,302.75933837890625,0.0
353.516,345.508,98.54,2.405,21.735,64.9721,300.1206970214844,0.0
366.679,321.606,98.769,2.358,19.475,65.9681,298.1048583984375,4.284083843231201e-08
364.571,314.064,98.762,1.879,15.079,56.884,294.3165588378906,0.0
356.362,323.938,98.535,1.794,15.57,54.4536,294.7879943847656,0.0
365.026,332.187,98.538,2.339,21.288,53.0454,297.8781433105469,0.0
361.112,337.825,98.717,2.217,27.4,57.6355,299.0902099609375,0.0
357.898,335.872,98.756,2.04,21.661,57.8446,298.8544921875,0.0
355.931,333.014,98.663,1.902,10.81,44.2502,296.4942321777344,0.0
347.038,348.923,98.685,1.738,13.56,50.9455,294.4204406738281,0.0
344.735,352.939,98.79,1.561,14.774,45.1711,294.7936706542969,0.0
347.469,353.475,98.838,1.633,15.415,45.6167,295.4078369140625,0.0
350.774,344.747,98.773,1.896,21.472,47.9908,297.55926513671875,0.0
346.62,355.544,98.729,1.969,19.399,45.8658,298.0815124511719,0.0
346.612,361.678,98.871,1.935,12.46,42.4678,297.2894897460937,0.0
343.915,357.71,98.996,1.647,15.305,43.9104,295.4903869628906,0.0
344.967,348.61,99.079,1.804,23.542,53.893,297.6715087890625,0.0
341.103,372.345,99.044,2.253,29.662,48.9681,300.7650451660156,1.862645149230957e-09
318.353,378.464,98.992,2.394,27.651,49.5865,301.2132263183594,4.284083843231201e-08
346.032,362.827,99.065,2.085,26.878,43.7705,299.2778015136719,0.0
352.708,348.284,98.904,2.481,27.95,49.1458,299.8705139160156,0.0
354.042,333.049,98.733,1.888,24.828,45.4238,299.3190612792969,1.862645149230957e-09
349.072,328.738,98.604,2.067,16.189,38.3273,296.9419250488281,4.284083843231201e-08
346.931,321.224,98.615,2.188,12.595,37.4182,295.5329284667969,0.0
342.242,326.448,98.773,1.76,17.022,31.939,294.5536193847656,0.0
345.042,341.478,98.879,1.989,22.061,42.9126,297.0513000488281,0.0
340.565,353.823,98.831,2.033,23.489,35.6874,297.83868408203125,0.0
332.749,352.567,98.721,1.932,16.662,41.4467,296.615478515625,0.0
335.512,333.41,98.692,1.969,9.718,31.0198,294.255615234375,1.862645149230957e-09
333.996,329.87,98.896,1.622,11.346,31.1449,292.6858215332031,4.284083843231201e-08
341.024,318.615,99.162,1.847,14.196,35.6226,293.7821960449219,0.0
340.991,322.652,99.198,1.844,18.716,37.001,294.6064453125,0.0
344.052,319.842,99.037,2.074,19.152,34.3053,295.3199462890625,0.0
343.323,318.092,98.896,2.154,18.641,34.5277,295.4765319824219,0.0
341.637,313.438,98.921,2.173,19.533,31.7801,295.6302185058594,0.0
344.512,315.894,99.056,2.062,21.802,32.7329,295.8692932128906,0.0
335.686,315.953,99.052,2.096,22.109,34.7853,296.1586608886719,0.0
334.563,321.442,98.927,2.248,19.691,32.9992,296.6845703125,0.0
322.121,319.088,98.735,2.079,13.341,27.8794,294.2292175292969,7.934868335723877e-07
330.16,313.408,98.629,1.919,15.058,30.5699,294.26788330078125,5.979090929031372e-07
324.184,326.011,98.571,2.12,14.737,29.4917,295.0697631835937,0.0
316.236,346.735,98.719,2.054,11.325,26.1803,294.7712097167969,0.0
316.6,338.444,98.833,1.744,12.567,25.9417,293.6414489746094,0.0
316.584,328.797,98.815,2.185,14.718,26.8525,294.9902038574219,0.0
318.079,331.718,99.012,1.748,8.742,23.2965,293.51708984375,3.8929283618927e-06
314.542,327.633,98.84,1.503,13.46,36.1417,292.7085266113281,1.862645149230957e-09
316.882,330.4,98.69,2.223,16.866,27.1166,295.5826721191406,4.284083843231201e-08
312.997,332.588,98.846,1.89,13.06,22.6187,294.5474853515625,0.0
314.074,322.75,99.015,1.787,14.039,19.4565,294.0821838378906,0.0
312.537,331.938,98.869,1.64,20.8,25.4231,295.4068298339844,0.0
314.629,320.792,98.921,2.07,17.698,21.9813,296.4918518066406,0.0
314.463,320.354,99.021,1.731,15.592,24.2884,295.0019836425781,1.862645149230957e-09
